pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
375.03,10H 1M 55.4789999999994S,13.7224,4.569682,2.2626,0.1562,1.8392348,13.706872,13.6668,38.6453,29.0794,3.3875,147.012,0,36115.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
375.571,10H 1M 56.4789999999994S,13.7225,4.569738,2.2622,0.1414,1.8390822,13.703454,13.6668,38.6455,29.0796,3.3861,146.949,0,36116.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
375.908,10H 1M 57.4789999999994S,13.7227,4.569792,2.2621000000000002,0.1539,1.8391839,13.701403000000001,13.667,38.6457,29.0797,3.3871000000000002,146.993,0,36117.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
376.864,10H 1M 58.4789999999994S,13.7254,4.570283,2.2626,0.1577,1.8391839,13.70277,13.6696,38.6471,29.0803,3.3889,147.074,0,36118.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
377.658,10H 1M 59.4789999999994S,13.7254,4.570379,2.2624,0.1576,1.8389295,13.704821,13.6694,38.6477,29.0808,3.3861,146.951,0,36119.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
377.709,10H 2M 0.47899999999936S,13.725,4.570271,2.2616,0.1596,1.8393365,13.707555,13.669,38.647,29.0803,3.3853,146.917,0,36120.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
378.114,10H 2M 1.47899999999936S,13.7254,4.570385,2.2618,0.1558,1.8391839,13.703454,13.6694,38.6476,29.0807,3.3868,146.979,0,36121.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
379.138,10H 2M 2.47899999999936S,13.7258,4.570506,2.2615,0.1566,1.8389295,13.704821,13.6696,38.6479,29.0808,3.3861,146.949,0,36122.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
379.984,10H 2M 3.47899999999936S,13.7257,4.570548,2.2616,0.1529,1.8389804,13.706188,13.6694,38.648,29.0809,3.389,147.074,0,36123.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
380.291,10H 2M 4.47899999999936S,13.7258,4.570568,2.2624,0.1527,1.8389295,13.705504,13.6694,38.648,29.0809,3.3909,147.159,0,36124.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
